title,isbn_10,isbn_13,amazon_url
Shadowshaper,133803247X,,https://www.amazon.com/Shadowshaper-Daniel-Jose-Older-audiobook/dp/B015WM9Y1Q/ref=sr_1_113?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140854&s=books&sr=1-113
When We Love Someone We Sing to Them: Cuando Amamos Cantamos,1945289147,978-1945289149,https://www.amazon.com/When-Love-Someone-Sing-Them/dp/1945289147/ref=sr_1_114?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140854&s=books&sr=1-114
Facing Fear,0802854907,978-0802854902,https://www.amazon.com/Facing-Fear-Karen-Lynn-Williams/dp/0802854907/ref=sr_1_117?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140854&s=books&sr=1-117
La Familia and Other Secret Ingredients to Latinx Student Success,1433167565,978-1433167560,https://www.amazon.com/Familia-Secret-Ingredients-Student-Success/dp/1433167565/ref=sr_1_122?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140854&s=books&sr=1-122
Club Oasis: Childhood Memories,,,https://www.amazon.com/Club-Oasis-Childhood-Alma-Garc%C3%ADa-ebook/dp/B08SBS9976/ref=sr_1_124?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140854&s=books&sr=1-124
13th Street #2: The Fire-Breathing Ferret Fiasco (HarperChapters),0062947826,978-0062947826,https://www.amazon.com/13th-Street-Fire-Breathing-Ferret-HarperChapters/dp/0062947826/ref=sr_1_116?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140854&s=books&sr=1-116
Ugly Cat & Pablo,0545940915,978-0545940917,https://www.amazon.com/Ugly-Cat-Pablo-Isabel-Quintero/dp/0545940915/ref=sr_1_126?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140854&s=books&sr=1-126
Charlie Hernández & the League of Shadows (1),1534426590,978-1534426597,https://www.amazon.com/Charlie-Hern%C3%A1ndez-League-Shadows-Calejo/dp/1534426590/ref=sr_1_118?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140854&s=books&sr=1-118
"Stella Díaz Dreams Big (Stella Diaz, 3)",1250763088,978-1250763082,https://www.amazon.com/Stella-D%C3%ADaz-Dreams-Big-Diaz/dp/1250763088/ref=sr_1_119?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140854&s=books&sr=1-119
"The Fire Keeper (A Storm Runner Novel, Book 2)",1368042376,978-1368042376,https://www.amazon.com/Fire-Keeper-Storm-Runner-Novel/dp/1368042376/ref=sr_1_115?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140854&s=books&sr=1-115
If Dominican Were a Color,1534461795,978-1534461796,https://www.amazon.com/Dominican-Were-Color-Sili-Recio/dp/1534461795/ref=sr_1_123?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140854&s=books&sr=1-123
The Land of the Cranes,1338343807,978-1338343809,https://www.amazon.com/Land-Cranes-Aida-Salazar/dp/1338343807/ref=sr_1_120?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140854&s=books&sr=1-120
Lety Out Loud: A Wish Novel,1338159356,978-1338159356,https://www.amazon.com/Lety-Out-Loud-Wish-Novel/dp/1338159356/ref=sr_1_121?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140854&s=books&sr=1-121
The Go-Between,1509843175,,https://www.amazon.com/Go-Between-Veronica-Chambers-ebook/dp/B01M2UQ2CP/ref=sr_1_127?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140854&s=books&sr=1-127
Running,358124352,978-0358124351,https://www.amazon.com/Running-Natalia-Sylvester/dp/0358124352/ref=sr_1_128?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140854&s=books&sr=1-128
The Universal Laws of Marco,1442485094,978-1442485099,https://www.amazon.com/Universal-Laws-Marco-Carmen-Rodrigues/dp/1442485094/ref=sr_1_125?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140854&s=books&sr=1-125
"Pablo's Pet (Confetti Kids. Dive into Reading!, Emergent)",1643792075,978-1643792071,https://www.amazon.com/Pablos-Reading-Emergent-Confetti-Kids/dp/1643792075/ref=sr_1_131?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140864&s=books&sr=1-131
"The Riverdale Diaries, vol. 2: Starring Veronica (Archie)",1499812132,978-1499812138,https://www.amazon.com/Riverdale-Diaries-vol-Starring-Veronica/dp/1499812132/ref=sr_1_135?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140864&s=books&sr=1-135
"Us, in Progress: Short Stories About Young Latinos",62392158,978-0062392152,https://www.amazon.com/Us-Progress-Short-Stories-Latinos/dp/0062392158/ref=sr_1_134?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140864&s=books&sr=1-134
"Cazadora: A Novel (Wolves of No World, 2)",125023915X,978-1250239150,https://www.amazon.com/Cazadora-Novel-Wolves-No-World/dp/125023915X/ref=sr_1_132?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140864&s=books&sr=1-132
Say Something,545865034,978-0545865036,https://www.amazon.com/Say-Something-Peter-H-Reynolds/dp/0545865034/ref=sr_1_142?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140864&s=books&sr=1-142
By the Lake of Sleeping Children: The Secret Life of the Mexican Border,0385484194,978-0385484190,https://www.amazon.com/Lake-Sleeping-Children-Secret-Mexican/dp/0385484194/ref=sr_1_143?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140864&s=books&sr=1-143
El Chapulin Colorado: Sounds - Sonidos (English and Spanish Edition),1947971417,978-1947971417,https://www.amazon.com/El-Chapulin-Colorado-Sonidos-English/dp/1947971417/ref=sr_1_129?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140864&s=books&sr=1-129
And After All: Poems,1773490222,978-1773490229,https://www.amazon.com/After-All-Rhina-P-Espaillat/dp/1773490222/ref=sr_1_130?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140864&s=books&sr=1-130
13th Street #5: Tussle with the Tooting Tarantulas (HarperChapters),63009587,978-0063009585,https://www.amazon.com/13th-Street-Tooting-Tarantulas-HarperChapters/dp/0063009587/ref=sr_1_139?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140864&s=books&sr=1-139
100 Immigrant Women Who Changed the World (Good Night Stories for Rebel Girls),1733329293,978-1733329293,https://www.amazon.com/Good-Night-Stories-Rebel-Girls/dp/1733329293/ref=sr_1_138?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140864&s=books&sr=1-138
A Cuban Girl's Guide to Tea and Tomorrow,1534471243,978-1534471245,https://www.amazon.com/Cuban-Girls-Guide-Tea-Tomorrow/dp/1534471243/ref=sr_1_137?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140864&s=books&sr=1-137
"Lobizona: A Novel (Wolves of No World, 1)",1250239125,978-1250239129,https://www.amazon.com/Lobizona-Novel-Wolves-No-World/dp/1250239125/ref=sr_1_140?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140864&s=books&sr=1-140
Hand-Me-Down Magic #1: Stoop Sale Treasure,006297825X,978-0062978257,https://www.amazon.com/Hand-Me-Down-Magic-Stoop-Sale-Treasure/dp/006297825X/ref=sr_1_136?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140864&s=books&sr=1-136
A Brambleberry Summer (The Women of Brambleberry House Book 5),1335917780,,https://www.amazon.com/Brambleberry-Summer-Women-House-Book-ebook/dp/B08TCB7PJ5/ref=sr_1_141?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140864&s=books&sr=1-141
The Moon Within (Scholastic Gold),1338283383,978-1338283389,https://www.amazon.com/Moon-Within-Scholastic-Gold/dp/1338283383/ref=sr_1_144?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140864&s=books&sr=1-144
The Naughty Bunny: Finds his forever home,1524767271,978-1733076111,https://www.amazon.com/Naughty-Bunny-Finds-forever-home/dp/1733076115/ref=sr_1_148?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140875&s=books&sr=1-148
Thirty Talks Weird Love,194762749X,978-1947627499,https://www.amazon.com/Thirty-Talks-Alessandra-Narv%C3%A1ez-Varela/dp/194762749X/ref=sr_1_149?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140875&s=books&sr=1-149
"Identity, Social Activism, and the Pursuit of Higher Education: The Journey Stories of Undocumented and Unafraid Community Activists (Critical Studies of Latinxs in the Americas)",1433125579,978-1433125577,https://www.amazon.com/Identity-Social-Activism-Pursuit-Education/dp/1433125579/ref=sr_1_156?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140875&s=books&sr=1-156
Flight Risk: A Novel,1542031923,978-1542031929,https://www.amazon.com/Flight-Risk-Novel-Joy-Castro/dp/1542031923/ref=sr_1_157?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140875&s=books&sr=1-157
Ojalá supieras (I Wish You Knew),1250814782,,https://www.amazon.com/Ojal%C3%A1-supieras-Wish-You-Knew-ebook/dp/B0918749DF/ref=sr_1_158?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140875&s=books&sr=1-158
Hidden City (Garza Twins),1925759253,978-1925759259,https://www.amazon.com/Hidden-City-Garza-Twins/dp/1925759253/ref=sr_1_145?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140875&s=books&sr=1-145
Knight of the Cape (1) (Definitely Dominguita),1534465022,978-1534465022,https://www.amazon.com/Knight-Cape-1-Definitely-Dominguita/dp/1534465022/ref=sr_1_160?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140875&s=books&sr=1-160
Never Look Back,1547603739,978-1547603732,https://www.amazon.com/Never-Look-Back-Lilliam-Rivera/dp/1547603739/ref=sr_1_146?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140875&s=books&sr=1-146
For the Love of Plátanos,,979-8648628984,https://www.amazon.com/Love-Pl%C3%A1tanos-Natalie-Carey/dp/B0892DHPVY/ref=sr_1_150?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140875&s=books&sr=1-150
Mañanaland,1338157868,978-1338157864,https://www.amazon.com/Ma%C3%B1analand-Pam-Mu%C3%B1oz-Ryan/dp/1338157868/ref=sr_1_159?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140875&s=books&sr=1-159
Fernando The Bodega Cat,1735912115,978-1735912110,https://www.amazon.com/Fernando-Bodega-Cat-Leslie-Dangerfield/dp/1735912115/ref=sr_1_151?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140875&s=books&sr=1-151
4 Spanish-English Books for Kids (Spanish-English Children's Books),977606562,978-0977606566,https://www.amazon.com/Spanish-English-Books-Kids-English-Spanish/dp/0977606562/ref=sr_1_152?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140875&s=books&sr=1-152
Let Me Fix You a Plate: A Tale of Two Kitchens,823443256,978-0823443253,https://www.amazon.com/Let-Me-Fix-You-Plate/dp/0823443256/ref=sr_1_147?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140875&s=books&sr=1-147
Saving Marty,0399539085,978-0399539084,https://www.amazon.com/Saving-Marty-Paul-Griffin/dp/0399539085/ref=sr_1_154?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140875&s=books&sr=1-154
Twins vs. Triplets #1: Back-to-School Blitz (HarperChapters),0063059444,978-0063059443,https://www.amazon.com/Twins-Triplets-Back-School-HarperChapters/dp/0063059444/ref=sr_1_155?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140875&s=books&sr=1-155
Vicki and A Summer of Change! ¡Vicki y un verano de cambio!,1734027142,978-1734027143,https://www.amazon.com/Summer-Change-%C2%A1Vicki-verano-cambio/dp/1734027142/ref=sr_1_153?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140875&s=books&sr=1-153
The Zero Dads Club,987976362,978-0987976369,https://www.amazon.com/Zero-Dads-Club-Angel-Adeyoha/dp/0987976362/ref=sr_1_166?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140885&s=books&sr=1-166
Tita La Gallinita,578833425,978-0578833422,https://www.amazon.com/Tita-Gallinita-David-Flores/dp/0578833425/ref=sr_1_165?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140885&s=books&sr=1-165
"Labyrinth Lost (Brooklyn Brujas, 1)",,978-1492623168,https://www.amazon.com/Labyrinth-Brooklyn-Brujas-Zoraida-Cordova/dp/1492623164/ref=sr_1_163?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140885&s=books&sr=1-163
My Sweet Orange Tree,1536203289,978-1536203288,https://www.amazon.com/Sweet-Orange-Tree-Mauro-Vasconcelos/dp/1536203289/ref=sr_1_167?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140885&s=books&sr=1-167
Ana Maria Reyes Does Not Live in a Castle,1620143623,978-1620143629,https://www.amazon.com/Maria-Reyes-Does-Live-Castle/dp/1620143623/ref=sr_1_172?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140885&s=books&sr=1-172
Composition Notebook: Latinx Nerd Journal/Notebook Blank Lined Ruled 6x9 100 Pages,,979-8609534217,https://www.amazon.com/Composition-Notebook-Latinx-Journal-Blank/dp/B084Q9WKHJ/ref=sr_1_174?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140885&s=books&sr=1-174
The Edited Genome Trilogy: Books 1-3,1734843756,,https://www.amazon.com/Edited-Genome-Trilogy-Books-1-3-ebook/dp/B08T7JXNVS/ref=sr_1_164?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140885&s=books&sr=1-164
Just In Case: A Trickster Tale and Spanish Alphabet Book,1250188490,978-1250188496,https://www.amazon.com/Just-Case-Trickster-Spanish-Alphabet/dp/1250188490/ref=sr_1_161?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140885&s=books&sr=1-161
Truth in Sight: Book 2 (CICI: A Fairy's Tale),1512411566,978-1512411560,https://www.amazon.com/Truth-Sight-CICI-Fairys-Tale/dp/1512411566/ref=sr_1_173?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140885&s=books&sr=1-173
Dealing in Dreams,1481472151,978-1481472159,https://www.amazon.com/Dealing-Dreams-Lilliam-Rivera/dp/1481472151/ref=sr_1_162?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140885&s=books&sr=1-162
Charlie Hernández & the Castle of Bones (2),1534426612,978-1534426610,https://www.amazon.com/Charlie-Hern%C3%A1ndez-Castle-Bones-Hernandez/dp/1534426612/ref=sr_1_168?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140885&s=books&sr=1-168
"Your Heart, My Sky: Love in a Time of Hunger",1534464964,978-1534464964,https://www.amazon.com/Your-Heart-My-Sky-Hunger/dp/1534464964/ref=sr_1_170?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140885&s=books&sr=1-170
"Muse Squad: The Mystery of the Tenth (Muse Squad, 2)",62947729,978-0062947727,https://www.amazon.com/Muse-Squad-Mystery-Tenth/dp/0062947729/ref=sr_1_169?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140885&s=books&sr=1-169
Our Favorite Day of the Year,1481485636,978-1481485630,https://www.amazon.com/Our-Favorite-Day-Year-Ali/dp/1481485636/ref=sr_1_171?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140885&s=books&sr=1-171
Rafi and Rosi Pirates,892393831,978-0892393831,https://www.amazon.com/Rafi-Rosi-Pirates-Dive-Reading/dp/0892393831/ref=sr_1_175?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140885&s=books&sr=1-175
"Unforgetting: A Memoir of Family, Migration, Gangs, and Revolution in the Americas",62938479,978-0062938473,https://www.amazon.com/Unforgetting-Memoir-Migration-Revolution-Americas/dp/0062938479/ref=sr_1_176?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140885&s=books&sr=1-176
Arroz con Pollo and Apple Pie: Raising Bicultural Children,,,https://www.amazon.com/Arroz-Pollo-Apple-Pie-Bicultural-ebook/dp/B01DF7XOGQ/ref=sr_1_185?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140895&s=books&sr=1-185
Panda Roja y Oso Lunar (Red Panda & Moon Bear Spanish Edition),1603094849,978-1603094849,https://www.amazon.com/Panda-Roja-Lunar-Moon-Spanish/dp/1603094849/ref=sr_1_188?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140895&s=books&sr=1-188
The aventura más grande (The Greatest Adventure) (Spanish Edition),1338565982,978-1338565980,https://www.amazon.com/Greatest-Adventure-Spanish/dp/1338565982/ref=sr_1_182?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140895&s=books&sr=1-182
Two White Rabbits,1554987415,978-1554987412,https://www.amazon.com/Two-White-Rabbits-Jairo-Buitrago/dp/1554987415/ref=sr_1_192?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140895&s=books&sr=1-192
On the Hook,1338692151,978-1338692150,https://www.amazon.com/Hook-Francisco-X-Stork/dp/1338692151/ref=sr_1_179?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140895&s=books&sr=1-179
Proud to Be Latino: Food/Comida,1641701544,978-1641701549,https://www.amazon.com/Proud-Be-Latino-English-Spanish/dp/1641701544/ref=sr_1_184?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140895&s=books&sr=1-184
Growing Up in America: The Power of Race in the Lives of Teens,804760527,978-0804760522,https://www.amazon.com/Growing-Up-America-Power-Lives/dp/0804760527/ref=sr_1_186?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140895&s=books&sr=1-186
"Sofía Valdez, presidenta tal vez / Sofia Valdez, Future Prez (Los Preguntones / The Questioneers) (Spanish Edition)",164473107X,978-1644731079,https://www.amazon.com/Valdez-presidenta-Future-Preguntones-Spanish/dp/164473107X/ref=sr_1_187?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140895&s=books&sr=1-187
Cece Rios and the Desert of Souls,62947559,978-0062947550,https://www.amazon.com/Cece-Desert-Souls-Kaela-Rivera/dp/0062947559/ref=sr_1_183?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140895&s=books&sr=1-183
Tío José and the Singing Trees,,979-8632023771,https://www.amazon.com/Singing-Trees-David-Rafael-Gonzalez/dp/B086Y4S67V/ref=sr_1_190?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140895&s=books&sr=1-190
Five Elements #1: The Emerald Tablet,62411667,978-0062411662,https://www.amazon.com/Five-Elements-1-Emerald-Tablet/dp/0062411667/ref=sr_1_189?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140895&s=books&sr=1-189
Paletero Man,0063014440,978-0063014442,https://www.amazon.com/Paletero-Man-Lucky-Diaz/dp/0063014440/ref=sr_1_191?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140895&s=books&sr=1-191
The Way to Rio Luna,1338239546,978-1338239546,https://www.amazon.com/Way-Rio-Luna-Zoraida-Cordova/dp/1338239546/ref=sr_1_200?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140904&s=books&sr=1-200
"Upstaged (Zack Delacruz, Book 3)",1454931159,978-1454931157,https://www.amazon.com/Upstaged-Zack-Delacruz-Book-3/dp/1454931159/ref=sr_1_205?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140904&s=books&sr=1-205
"Dr. Jett, Monster Vet",1735069787,978-1735069760,https://www.amazon.com/Dr-Jett-Monster-Vet-Washington/dp/1735069760/ref=sr_1_206?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140904&s=books&sr=1-206
Shadowshaper Legacy (The Shadowshaper Cypher),545953006,978-0545953009,https://www.amazon.com/Shadowshaper-Legacy-3-Cypher/dp/0545953006/ref=sr_1_196?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140904&s=books&sr=1-196
My Name is Cool: 18 Stories from a Cuban-Irish-American Storyteller,1938301560,978-1938301568,https://www.amazon.com/My-Name-Cool-Cuban-Irish-American-Storyteller/dp/1938301560/ref=sr_1_195?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140904&s=books&sr=1-195
The Truth Is,1541528778,978-1541528772,https://www.amazon.com/Truth-NoNieqa-Ramos/dp/1541528778/ref=sr_1_207?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140904&s=books&sr=1-207
Lowriders Blast from the Past,,978-1452163161,https://www.amazon.com/Lowriders-Blast-Past-Cathy-Camper/dp/1452163162/ref=sr_1_193?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140904&s=books&sr=1-193
"Me, Frida, and the Secret of the Peacock Ring (Scholastic Gold)",1338159321,978-1338159325,https://www.amazon.com/Frida-Secret-Peacock-Ring-Scholastic/dp/1338159321/ref=sr_1_198?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140904&s=books&sr=1-198
App Kid: How a Child of Immigrants Grabbed a Piece of the American Dream,525656197,978-0525656197,https://www.amazon.com/App-Kid-Immigrants-Grabbed-American/dp/0525656197/ref=sr_1_199?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140904&s=books&sr=1-199
Harvesting Hope: The Story of Cesar Chavez,152014373,978-0152014377,https://www.amazon.com/Harvesting-Hope-Story-Cesar-Chavez/dp/0152014373/ref=sr_1_201?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140904&s=books&sr=1-201
My Time to Speak: Reclaiming Ancestry and Confronting Race,198210385X,978-1982103859,https://www.amazon.com/My-Time-Speak-Reclaiming-Confronting/dp/198210385X/ref=sr_1_202?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140904&s=books&sr=1-202
Five Elements #3: The Crimson Serpent,62411713,978-0062411716,https://www.amazon.com/Five-Elements-3-Crimson-Serpent/dp/0062411713/ref=sr_1_204?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140904&s=books&sr=1-204
Nine Months: Before a Baby Is Born,082344161X,978-0823441617,https://www.amazon.com/Nine-Months-Before-Baby-Born/dp/082344161X/ref=sr_1_203?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140904&s=books&sr=1-203
Yes! We Are Latinos: Poems and Prose About the Latino Experience,1580895492,978-1580895491,https://www.amazon.com/Yes-We-Are-Latinos-Experience/dp/1580895492/ref=sr_1_208?dchild=1&keywords=Latinx+Childrens+Books&qid=1620140904&s=books&sr=1-208
