type,primary_city,state,zip,acceptable_cities,unacceptable_cities,county,timezone,area_codes,country
STANDARD,Bartlesville,OK,74003,,"Brtlsville, Bville, Glenoak, Hog Shooter, Okesa",Osage County,America/Chicago,918,US
UNIQUE,Bartlesville,OK,74004,,"Brtlsville, Bville, Phillips Petroleum",Washington County,America/Chicago,918,US
PO BOX,Bartlesville,OK,74005,,"Brtlsville, Bville",Washington County,America/Chicago,918,US
STANDARD,Bartlesville,OK,74006,,"Brtlsville, Bville, Eastside",Washington County,America/Chicago,918,US
STANDARD,Bixby,OK,74008,,,Tulsa County,America/Chicago,918,US
STANDARD,Bristow,OK,74010,,"Edna, Newby, Tuskegee",Creek County,America/Chicago,918,US
STANDARD,Broken Arrow,OK,74011,,Brkn Arw,Tulsa County,America/Chicago,918,US
STANDARD,Broken Arrow,OK,74012,,Brkn Arw,Tulsa County,America/Chicago,918,US
PO BOX,Broken Arrow,OK,74013,,Brkn Arw,Wagoner County,America/Chicago,918,US
STANDARD,Broken Arrow,OK,74014,,Brkn Arw,Wagoner County,America/Chicago,918,US
STANDARD,Catoosa,OK,74015,Fair Oaks,"Cotoosa, Port Of Catoo",Rogers County,America/Chicago,918,US
STANDARD,Chelsea,OK,74016,,"Bushyhead, Winganon",Rogers County,America/Chicago,918,US
STANDARD,Claremore,OK,74017,Valley Park,"Clairemore, Tiawah, Verdigris",Rogers County,America/Chicago,918,US
PO BOX,Claremore,OK,74018,,Clairemore,Rogers County,America/Chicago,918,US
STANDARD,Claremore,OK,74019,,Clairemore,Rogers County,America/Chicago,918,US
STANDARD,Cleveland,OK,74020,Shady Grove,"Baugh, Westport",Pawnee County,America/Chicago,918,US
STANDARD,Collinsville,OK,74021,,Cville,Tulsa County,America/Chicago,918,US
STANDARD,Copan,OK,74022,,,Washington County,America/Chicago,918,US
STANDARD,Cushing,OK,74023,,"Avery, Norfolk, Schlegal",Payne County,America/Chicago,918,US
PO BOX,Davenport,OK,74026,,,Lincoln County,America/Chicago,918,US
STANDARD,Delaware,OK,74027,,,Nowata County,America/Chicago,918,US
STANDARD,Depew,OK,74028,,,Creek County,America/Chicago,918,US
STANDARD,Dewey,OK,74029,,,Washington County,America/Chicago,918,US
STANDARD,Drumright,OK,74030,,,Creek County,America/Chicago,918,US
PO BOX,Foyil,OK,74031,,,Rogers County,America/Chicago,918,US
STANDARD,Glencoe,OK,74032,,,Payne County,America/Chicago,580,US
STANDARD,Glenpool,OK,74033,,,Tulsa County,America/Chicago,918,US
PO BOX,Hallett,OK,74034,,"Hailey, Hallis",Pawnee County,America/Chicago,918,US
STANDARD,Hominy,OK,74035,,,Osage County,America/Chicago,918,US
STANDARD,Inola,OK,74036,,"Inala, Onola",Rogers County,America/Chicago,918,US
STANDARD,Jenks,OK,74037,,,Tulsa County,America/Chicago,918,US
STANDARD,Jennings,OK,74038,,Silver City,Pawnee County,America/Chicago,918,US
STANDARD,Kellyville,OK,74039,,,Creek County,America/Chicago,918,US
STANDARD,Kiefer,OK,74041,,Keifer,Creek County,America/Chicago,918,US
STANDARD,Lenapah,OK,74042,,,Nowata County,America/Chicago,918,US
PO BOX,Leonard,OK,74043,,,Tulsa County,America/Chicago,918,US
STANDARD,Mannford,OK,74044,"Lawrence Creek, Lawrence Crk",Mansford,Creek County,America/Chicago,918,US
STANDARD,Maramec,OK,74045,,,Pawnee County,America/Chicago,918,US
PO BOX,Milfay,OK,74046,,,Creek County,America/Chicago,918,US
STANDARD,Mounds,OK,74047,,,Tulsa County,America/Chicago,918,US
STANDARD,Nowata,OK,74048,,"Coodys Bluff, Watova",Nowata County,America/Chicago,918,US
PO BOX,Oakhurst,OK,74050,,,Creek County,America/Chicago,918,US
STANDARD,Ochelata,OK,74051,,,Washington County,America/Chicago,918,US
PO BOX,Oilton,OK,74052,,,Creek County,America/Chicago,918,US
STANDARD,Oologah,OK,74053,,,Rogers County,America/Chicago,918,US
STANDARD,Osage,OK,74054,,,Osage County,America/Chicago,918,US
STANDARD,Owasso,OK,74055,,Owosso,Tulsa County,America/Chicago,918,US
STANDARD,Pawhuska,OK,74056,Bowring,"Herd, Nelagony, Pearsonia",Osage County,America/Chicago,918,US
STANDARD,Pawnee,OK,74058,"Blackburn, Skedee",Pownee,Pawnee County,America/Chicago,918,US
STANDARD,Perkins,OK,74059,,,Payne County,America/Chicago,"405,918",US
STANDARD,Prue,OK,74060,,,Osage County,America/Chicago,918,US
STANDARD,Ramona,OK,74061,,,Washington County,America/Chicago,918,US
STANDARD,Ripley,OK,74062,,,Payne County,America/Chicago,"918,405",US
STANDARD,Sand Springs,OK,74063,,"Lotsee, Sandsprings, Ss",Tulsa County,America/Chicago,918,US
STANDARD,Sapulpa,OK,74066,,"Sepulpa, Supulpa",Creek County,America/Chicago,918,US
PO BOX,Sapulpa,OK,74067,,"Sepulpa, Supulpa",Creek County,America/Chicago,918,US
PO BOX,Shamrock,OK,74068,,,Creek County,America/Chicago,918,US
STANDARD,Skiatook,OK,74070,,,Osage County,America/Chicago,918,US
PO BOX,Slick,OK,74071,,,Creek County,America/Chicago,918,US
STANDARD,S Coffeyville,OK,74072,,South Coffeyville,Nowata County,America/Chicago,918,US
STANDARD,Sperry,OK,74073,,,Tulsa County,America/Chicago,918,US
STANDARD,Stillwater,OK,74074,,Stw,Payne County,America/Chicago,405,US
STANDARD,Stillwater,OK,74075,,Stw,Payne County,America/Chicago,405,US
PO BOX,Stillwater,OK,74076,,Stw,Payne County,America/Chicago,405,US
UNIQUE,Stillwater,OK,74077,,"Ok State Univ Stu Housing, Stw",Payne County,America/Chicago,405,US
UNIQUE,Stillwater,OK,74078,Ok St Unv Adm,"Ok State Univ Admin, Stw",Payne County,America/Chicago,405,US
STANDARD,Stroud,OK,74079,Kendrick,,Lincoln County,America/Chicago,918,US
STANDARD,Talala,OK,74080,,,Rogers County,America/Chicago,918,US
STANDARD,Terlton,OK,74081,,,Pawnee County,America/Chicago,918,US
PO BOX,Vera,OK,74082,,,Washington County,America/Chicago,918,US
STANDARD,Wann,OK,74083,,Noxie,Nowata County,America/Chicago,918,US
STANDARD,Wynona,OK,74084,,,Osage County,America/Chicago,918,US
STANDARD,Yale,OK,74085,,,Payne County,America/Chicago,918,US
PO BOX,Tulsa,OK,74101,,,Tulsa County,America/Chicago,918,US
PO BOX,Tulsa,OK,74102,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74103,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74104,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74105,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74106,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74107,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74108,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74110,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74112,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74114,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74115,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74116,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74117,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74119,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74120,,,Tulsa County,America/Chicago,918,US
PO BOX,Tulsa,OK,74121,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74126,,Turley,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74127,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74128,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74129,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74130,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74131,,,Creek County,America/Chicago,918,US
STANDARD,Tulsa,OK,74132,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74133,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74134,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74135,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74136,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74137,,,Tulsa County,America/Chicago,918,US
UNIQUE,Tulsa,OK,74141,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74145,,,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74146,,,Tulsa County,America/Chicago,918,US
PO BOX,Tulsa,OK,74147,,,Tulsa County,America/Chicago,918,US
PO BOX,Tulsa,OK,74148,,,Tulsa County,America/Chicago,918,US
PO BOX,Tulsa,OK,74149,,,Tulsa County,America/Chicago,918,US
PO BOX,Tulsa,OK,74150,,,Tulsa County,America/Chicago,918,US
PO BOX,Tulsa,OK,74152,,,Tulsa County,America/Chicago,918,US
PO BOX,Tulsa,OK,74153,,,Tulsa County,America/Chicago,918,US
PO BOX,Tulsa,OK,74155,,,Tulsa County,America/Chicago,918,US
PO BOX,Tulsa,OK,74156,,,Tulsa County,America/Chicago,918,US
PO BOX,Tulsa,OK,74157,,,Tulsa County,America/Chicago,918,US
PO BOX,Tulsa,OK,74158,,,Tulsa County,America/Chicago,918,US
PO BOX,Tulsa,OK,74159,,,Tulsa County,America/Chicago,918,US
PO BOX,Tulsa,OK,74169,,,Tulsa County,America/Chicago,918,US
PO BOX,Tulsa,OK,74170,,,Tulsa County,America/Chicago,918,US
UNIQUE,Tulsa,OK,74171,,Oral Roberts Univ,Tulsa County,America/Chicago,918,US
STANDARD,Tulsa,OK,74172,,Williams Center,Tulsa County,America/Chicago,918,US
UNIQUE,Tulsa,OK,74182,,Bok Mail Service,Tulsa County,America/Chicago,918,US
UNIQUE,Tulsa,OK,74183,,Shell Oil Box 150,Tulsa County,America/Chicago,918,US
UNIQUE,Tulsa,OK,74184,,Shell Oil Box 160,Tulsa County,America/Chicago,918,US
UNIQUE,Tulsa,OK,74186,,Oklahoma Natural Gas,Tulsa County,America/Chicago,918,US
UNIQUE,Tulsa,OK,74187,,Tulsa City Utilities,Tulsa County,America/Chicago,918,US
UNIQUE,Tulsa,OK,74189,,Abumps,Tulsa County,America/Chicago,918,US
UNIQUE,Tulsa,OK,74192,,Bok Mail Service,Tulsa County,America/Chicago,918,US
UNIQUE,Tulsa,OK,74193,,First Natl Bank Mail Service,Tulsa County,America/Chicago,918,US
UNIQUE,Tulsa,OK,74194,,First Natl Bank Mail Service,Tulsa County,America/Chicago,918,US
STANDARD,Vinita,OK,74301,"Centralia, Pensacola, White Oak",,Craig County,America/Chicago,918,US
STANDARD,Adair,OK,74330,,,Mayes County,America/Chicago,918,US
STANDARD,Afton,OK,74331,"Bernice, Cleora, Monkey Island","Aston, Bird Island",Delaware County,America/Chicago,918,US
STANDARD,Big Cabin,OK,74332,,,Craig County,America/Chicago,918,US
STANDARD,Bluejacket,OK,74333,,,Craig County,America/Chicago,918,US
PO BOX,Cardin,OK,74335,,Quapaw,Ottawa County,America/Chicago,918,US
STANDARD,Chouteau,OK,74337,Mazie,,Mayes County,America/Chicago,918,US
STANDARD,Colcord,OK,74338,"W Siloam Spgs, West Siloam Springs",,Delaware County,America/Chicago,918,US
STANDARD,Commerce,OK,74339,,,Ottawa County,America/Chicago,918,US
PO BOX,Disney,OK,74340,,,Mayes County,America/Chicago,918,US
STANDARD,Eucha,OK,74342,,,Delaware County,America/Chicago,918,US
STANDARD,Fairland,OK,74343,,,Ottawa County,America/Chicago,918,US
STANDARD,Grove,OK,74344,,Grove City,Delaware County,America/Chicago,918,US
PO BOX,Grove,OK,74345,,Grove City,Delaware County,America/Chicago,918,US
STANDARD,Jay,OK,74346,,,Delaware County,America/Chicago,918,US
STANDARD,Kansas,OK,74347,,,Delaware County,America/Chicago,918,US
PO BOX,Ketchum,OK,74349,"Grand Lake Towne, Grnd Lke Town",,Craig County,America/Chicago,918,US
PO BOX,Langley,OK,74350,,,Mayes County,America/Chicago,918,US
STANDARD,Locust Grove,OK,74352,,,Mayes County,America/Chicago,918,US
STANDARD,Miami,OK,74354,,Maimi,Ottawa County,America/Chicago,918,US
PO BOX,Miami,OK,74355,,Maimi,Ottawa County,America/Chicago,918,US
PO BOX,North Miami,OK,74358,,,Ottawa County,America/Chicago,918,US
STANDARD,Oaks,OK,74359,,,Delaware County,America/Chicago,918,US
STANDARD,Picher,OK,74360,,Quapaw,Ottawa County,America/Chicago,918,US
STANDARD,Pryor,OK,74361,"Sportsmen Acres, Sprtsmn Acres",Pryor Creek,Mayes County,America/Chicago,918,US
PO BOX,Pryor,OK,74362,,Pryor Creek,Mayes County,America/Chicago,918,US
STANDARD,Quapaw,OK,74363,Peoria,,Ottawa County,America/Chicago,918,US
STANDARD,Rose,OK,74364,,,Delaware County,America/Chicago,918,US
STANDARD,Salina,OK,74365,,,Mayes County,America/Chicago,918,US
STANDARD,Spavinaw,OK,74366,,,Mayes County,America/Chicago,918,US
STANDARD,Strang,OK,74367,,,Mayes County,America/Chicago,918,US
STANDARD,Twin Oaks,OK,74368,,,Delaware County,America/Chicago,918,US
STANDARD,Welch,OK,74369,,,Craig County,America/Chicago,918,US
STANDARD,Wyandotte,OK,74370,,,Ottawa County,America/Chicago,918,US
STANDARD,Muskogee,OK,74401,Summit,"Bacone, Beland, Keefeton, Martin, Mclain, Musk, Summitt, Wybark",Muskogee County,America/Chicago,918,US
PO BOX,Muskogee,OK,74402,,Musk,Muskogee County,America/Chicago,918,US
STANDARD,Muskogee,OK,74403,,Musk,Muskogee County,America/Chicago,918,US
STANDARD,Beggs,OK,74421,Winchester,,Okmulgee County,America/Chicago,918,US
STANDARD,Boynton,OK,74422,,,Muskogee County,America/Chicago,918,US
STANDARD,Braggs,OK,74423,,,Muskogee County,America/Chicago,918,US
STANDARD,Canadian,OK,74425,,,Pittsburg County,America/Chicago,918,US
STANDARD,Checotah,OK,74426,,"Bond, Pierce, Texanna",McIntosh County,America/Chicago,918,US
STANDARD,Cookson,OK,74427,,,Cherokee County,America/Chicago,918,US
STANDARD,Council Hill,OK,74428,,,McIntosh County,America/Chicago,918,US
STANDARD,Coweta,OK,74429,,"Choska, New Tulsa",Wagoner County,America/Chicago,918,US
PO BOX,Crowder,OK,74430,,,Pittsburg County,America/Chicago,918,US
PO BOX,Dewar,OK,74431,,,Okmulgee County,America/Chicago,918,US
STANDARD,Eufaula,OK,74432,,"Eutaula, Lake Eufaula",McIntosh County,America/Chicago,918,US
STANDARD,Fort Gibson,OK,74434,,,Muskogee County,America/Chicago,918,US
STANDARD,Gore,OK,74435,Paradise Hill,,Sequoyah County,America/Chicago,918,US
STANDARD,Haskell,OK,74436,,,Muskogee County,America/Chicago,918,US
STANDARD,Henryetta,OK,74437,Hoffman,"Coalton, Grayson, Salem, Spelter City",Okmulgee County,America/Chicago,918,US
PO BOX,Hitchita,OK,74438,,,McIntosh County,America/Chicago,918,US
PO BOX,Braggs,OK,74439,,,Muskogee County,America/Chicago,918,US
PO BOX,Hoyt,OK,74440,,,Haskell County,America/Chicago,918,US
STANDARD,Hulbert,OK,74441,,,Cherokee County,America/Chicago,918,US
STANDARD,Indianola,OK,74442,,,Pittsburg County,America/Chicago,918,US
PO BOX,Moodys,OK,74444,,,Cherokee County,America/Chicago,918,US
STANDARD,Morris,OK,74445,,,Okmulgee County,America/Chicago,918,US
PO BOX,Okay,OK,74446,,,Wagoner County,America/Chicago,918,US
STANDARD,Okmulgee,OK,74447,,"Nuyaka, Twin Hills",Okmulgee County,America/Chicago,918,US
STANDARD,Oktaha,OK,74450,,,Muskogee County,America/Chicago,918,US
STANDARD,Park Hill,OK,74451,,"Pettit, Qualls",Cherokee County,America/Chicago,918,US
STANDARD,Peggs,OK,74452,,,Cherokee County,America/Chicago,918,US
STANDARD,Porter,OK,74454,Tullahassee,,Wagoner County,America/Chicago,918,US
STANDARD,Porum,OK,74455,,,Muskogee County,America/Chicago,918,US
PO BOX,Preston,OK,74456,,,Okmulgee County,America/Chicago,918,US
STANDARD,Proctor,OK,74457,,,Adair County,America/Chicago,918,US
PO BOX,Redbird,OK,74458,,Porter,Wagoner County,America/Chicago,918,US
PO BOX,Rentiesville,OK,74459,,,McIntosh County,America/Chicago,918,US
PO BOX,Schulter,OK,74460,,,Okmulgee County,America/Chicago,918,US
STANDARD,Stidham,OK,74461,,Eufaula,McIntosh County,America/Chicago,918,US
STANDARD,Stigler,OK,74462,,"Enterprise, Tamaha",Haskell County,America/Chicago,918,US
PO BOX,Taft,OK,74463,,,Muskogee County,America/Chicago,918,US
STANDARD,Tahlequah,OK,74464,,"Talequah, Thlequah",Cherokee County,America/Chicago,918,US
PO BOX,Tahlequah,OK,74465,,"Talequah, Thlequah",Cherokee County,America/Chicago,918,US
STANDARD,Wagoner,OK,74467,,,Wagoner County,America/Chicago,918,US
PO BOX,Wainwright,OK,74468,,,Muskogee County,America/Chicago,918,US
STANDARD,Warner,OK,74469,,,Muskogee County,America/Chicago,918,US
STANDARD,Webbers Falls,OK,74470,,,Muskogee County,America/Chicago,918,US
STANDARD,Welling,OK,74471,,,Cherokee County,America/Chicago,918,US
STANDARD,Whitefield,OK,74472,Hoyt,,Haskell County,America/Chicago,918,US
PO BOX,Wagoner,OK,74477,,,Wagoner County,America/Chicago,918,US
STANDARD,Mcalester,OK,74501,"Bache, Haywood","Richville, Scipio",Pittsburg County,America/Chicago,918,US
PO BOX,Mcalester,OK,74502,,,Pittsburg County,America/Chicago,"918,580",US
PO BOX,Albion,OK,74521,,,Pushmataha County,America/Chicago,918,US
PO BOX,Alderson,OK,74522,,,Pittsburg County,America/Chicago,918,US
STANDARD,Antlers,OK,74523,,,Pushmataha County,America/Chicago,"405,580",US
STANDARD,Atoka,OK,74525,Farris,,Atoka County,America/Chicago,580,US
STANDARD,Blanco,OK,74528,,,Pittsburg County,America/Chicago,918,US
STANDARD,Blocker,OK,74529,,Mcalester,Pittsburg County,America/Chicago,918,US
PO BOX,Bromide,OK,74530,,,Johnston County,America/Chicago,580,US
STANDARD,Calvin,OK,74531,Gerty,,Hughes County,America/Chicago,"405,580",US
STANDARD,Caney,OK,74533,,,Atoka County,America/Chicago,580,US
STANDARD,Centrahoma,OK,74534,,,Coal County,America/Chicago,580,US
PO BOX,Clarita,OK,74535,,,Coal County,America/Chicago,580,US
STANDARD,Clayton,OK,74536,,,Pushmataha County,America/Chicago,918,US
STANDARD,Coalgate,OK,74538,,"Colgate, Cottonwood, Olney, Phillips",Coal County,America/Chicago,"580,918",US
STANDARD,Daisy,OK,74540,,,Atoka County,America/Chicago,580,US
STANDARD,Atoka,OK,74542,Farris,,Atoka County,America/Chicago,,US
STANDARD,Finley,OK,74543,,,Pushmataha County,America/Chicago,580,US
PO BOX,Gowen,OK,74545,,,Latimer County,America/Chicago,918,US
PO BOX,Haileyville,OK,74546,,,Pittsburg County,America/Chicago,918,US
STANDARD,Hartshorne,OK,74547,,,Pittsburg County,America/Chicago,918,US
STANDARD,Kiamichi Christian Mission,OK,74549,"Honobia, Kiamichi",Nashoba,Pushmataha County,America/Chicago,918,US
STANDARD,Kinta,OK,74552,,,Haskell County,America/Chicago,918,US
STANDARD,Kiowa,OK,74553,,,Pittsburg County,America/Chicago,918,US
PO BOX,Krebs,OK,74554,,,Pittsburg County,America/Chicago,918,US
STANDARD,Lane,OK,74555,,,Atoka County,America/Chicago,580,US
PO BOX,Lehigh,OK,74556,,,Coal County,America/Chicago,580,US
STANDARD,Moyers,OK,74557,,,Pushmataha County,America/Chicago,580,US
STANDARD,Nashoba,OK,74558,,,Pushmataha County,America/Chicago,918,US
PO BOX,Panola,OK,74559,,,Latimer County,America/Chicago,918,US
STANDARD,Pittsburg,OK,74560,,,Pittsburg County,America/Chicago,918,US
STANDARD,Quinton,OK,74561,,,Pittsburg County,America/Chicago,918,US
STANDARD,Rattan,OK,74562,,,Pushmataha County,America/Chicago,580,US
STANDARD,Red Oak,OK,74563,,,Latimer County,America/Chicago,918,US
PO BOX,Savanna,OK,74565,,,Pittsburg County,America/Chicago,918,US
STANDARD,Snow,OK,74567,,,Pushmataha County,America/Chicago,,US
STANDARD,Stringtown,OK,74569,,,Atoka County,America/Chicago,580,US
STANDARD,Stuart,OK,74570,Ashland,,Hughes County,America/Chicago,"918,405",US
STANDARD,Talihina,OK,74571,,,Le Flore County,America/Chicago,918,US
STANDARD,Tupelo,OK,74572,,,Coal County,America/Chicago,580,US
STANDARD,Tuskahoma,OK,74574,,,Pushmataha County,America/Chicago,918,US
STANDARD,Wardville,OK,74576,,Kiowa,Atoka County,America/Chicago,918,US
STANDARD,Whitesboro,OK,74577,,,Le Flore County,America/Chicago,918,US
STANDARD,Wilburton,OK,74578,,Higgins,Latimer County,America/Chicago,918,US
STANDARD,Ponca City,OK,74601,,Kildare,Kay County,America/Chicago,580,US
PO BOX,Ponca City,OK,74602,,Kildare,Kay County,America/Chicago,580,US
STANDARD,Ponca City,OK,74604,,Kildare,Kay County,America/Chicago,580,US
STANDARD,Billings,OK,74630,,,Noble County,America/Chicago,580,US
STANDARD,Blackwell,OK,74631,,,Kay County,America/Chicago,580,US
STANDARD,Braman,OK,74632,,,Kay County,America/Chicago,580,US
STANDARD,Burbank,OK,74633,,,Osage County,America/Chicago,918,US
STANDARD,Deer Creek,OK,74636,,,Grant County,America/Chicago,580,US
STANDARD,Fairfax,OK,74637,,,Osage County,America/Chicago,918,US
STANDARD,Hunter,OK,74640,,,Garfield County,America/Chicago,580,US
STANDARD,Kaw City,OK,74641,Kaw,,Kay County,America/Chicago,580,US
STANDARD,Lamont,OK,74643,,,Grant County,America/Chicago,580,US
STANDARD,Marland,OK,74644,,,Noble County,America/Chicago,580,US
STANDARD,Nardin,OK,74646,,Blackwell,Kay County,America/Chicago,580,US
STANDARD,Newkirk,OK,74647,Peckham,,Kay County,America/Chicago,580,US
STANDARD,Ralston,OK,74650,,,Pawnee County,America/Chicago,918,US
STANDARD,Red Rock,OK,74651,,,Noble County,America/Chicago,580,US
STANDARD,Shidler,OK,74652,"Foraker, Webb City",,Osage County,America/Chicago,918,US
STANDARD,Tonkawa,OK,74653,,,Kay County,America/Chicago,580,US
STANDARD,Durant,OK,74701,Silo,,Bryan County,America/Chicago,580,US
PO BOX,Durant,OK,74702,,,Bryan County,America/Chicago,580,US
PO BOX,Achille,OK,74720,,,Bryan County,America/Chicago,580,US
PO BOX,Albany,OK,74721,,,Bryan County,America/Chicago,580,US
PO BOX,Battiest,OK,74722,,,McCurtain County,America/Chicago,580,US
STANDARD,Bennington,OK,74723,Wade,,Bryan County,America/Chicago,580,US
STANDARD,Bethel,OK,74724,,,McCurtain County,America/Chicago,580,US
STANDARD,Bokchito,OK,74726,Armstrong,,Bryan County,America/Chicago,"405,580",US
STANDARD,Boswell,OK,74727,,,Choctaw County,America/Chicago,580,US
STANDARD,Broken Bow,OK,74728,,"Bb, Brkn Bow",McCurtain County,America/Chicago,580,US
STANDARD,Caddo,OK,74729,,,Bryan County,America/Chicago,580,US
STANDARD,Calera,OK,74730,,,Bryan County,America/Chicago,580,US
STANDARD,Cartwright,OK,74731,,,Bryan County,America/Chicago,580,US
STANDARD,Colbert,OK,74733,,,Bryan County,America/Chicago,580,US
STANDARD,Eagletown,OK,74734,,,McCurtain County,America/Chicago,580,US
STANDARD,Fort Towson,OK,74735,Ft Towson,,Choctaw County,America/Chicago,580,US
STANDARD,Garvin,OK,74736,,,McCurtain County,America/Chicago,580,US
PO BOX,Golden,OK,74737,,,McCurtain County,America/Chicago,580,US
STANDARD,Grant,OK,74738,,,Choctaw County,America/Chicago,580,US
STANDARD,Haworth,OK,74740,Tom,,McCurtain County,America/Chicago,580,US
STANDARD,Hendrix,OK,74741,Yarnaby,,Bryan County,America/Chicago,580,US
STANDARD,Hugo,OK,74743,,,Choctaw County,America/Chicago,"580,918",US
STANDARD,Idabel,OK,74745,,,McCurtain County,America/Chicago,580,US
PO BOX,Kemp,OK,74747,,,Bryan County,America/Chicago,580,US
STANDARD,Kenefic,OK,74748,,,Bryan County,America/Chicago,580,US
PO BOX,Millerton,OK,74750,,,McCurtain County,America/Chicago,580,US
PO BOX,Pickens,OK,74752,,,McCurtain County,America/Chicago,580,US
PO BOX,Platter,OK,74753,,,Bryan County,America/Chicago,580,US
STANDARD,Ringold,OK,74754,,,McCurtain County,America/Chicago,580,US
STANDARD,Rufe,OK,74755,,,McCurtain County,America/Chicago,580,US
STANDARD,Sawyer,OK,74756,,,Choctaw County,America/Chicago,580,US
STANDARD,Soper,OK,74759,,,Choctaw County,America/Chicago,580,US
STANDARD,Spencerville,OK,74760,,,Choctaw County,America/Chicago,580,US
PO BOX,Swink,OK,74761,,,Choctaw County,America/Chicago,580,US
STANDARD,Valliant,OK,74764,,,McCurtain County,America/Chicago,580,US
STANDARD,Wright City,OK,74766,,,McCurtain County,America/Chicago,580,US
STANDARD,Shawnee,OK,74801,"Bethel Acres, Johnson",,Pottawatomie County,America/Chicago,405,US
PO BOX,Shawnee,OK,74802,,,Pottawatomie County,America/Chicago,405,US
STANDARD,Shawnee,OK,74804,,,Pottawatomie County,America/Chicago,405,US
PO BOX,Seminole,OK,74818,,,Seminole County,America/Chicago,405,US
STANDARD,Ada,OK,74820,"Bing, Byng, Pontotoc",,Pontotoc County,America/Chicago,580,US
PO BOX,Ada,OK,74821,,,Pontotoc County,America/Chicago,580,US
STANDARD,Agra,OK,74824,,,Lincoln County,America/Chicago,918,US
STANDARD,Allen,OK,74825,,,Pontotoc County,America/Chicago,580,US
STANDARD,Asher,OK,74826,,,Pottawatomie County,America/Chicago,405,US
STANDARD,Atwood,OK,74827,,,Hughes County,America/Chicago,580,US
STANDARD,Boley,OK,74829,,,Okfuskee County,America/Chicago,"918,405",US
PO BOX,Bowlegs,OK,74830,,,Seminole County,America/Chicago,405,US
STANDARD,Byars,OK,74831,Rosedale,,McClain County,America/Chicago,405,US
STANDARD,Carney,OK,74832,,,Lincoln County,America/Chicago,405,US
STANDARD,Castle,OK,74833,Welty,,Okfuskee County,America/Chicago,918,US
STANDARD,Chandler,OK,74834,,,Lincoln County,America/Chicago,405,US
PO BOX,Connerville,OK,74836,,,Johnston County,America/Chicago,580,US
PO BOX,Cromwell,OK,74837,,,Seminole County,America/Chicago,405,US
STANDARD,Dustin,OK,74839,,,Hughes County,America/Chicago,"918,405",US
STANDARD,Earlsboro,OK,74840,,,Pottawatomie County,America/Chicago,405,US
PO BOX,Fittstown,OK,74842,,,Pontotoc County,America/Chicago,580,US
STANDARD,Fitzhugh,OK,74843,,,Pontotoc County,America/Chicago,580,US
PO BOX,Francis,OK,74844,,,Pontotoc County,America/Chicago,580,US
STANDARD,Hanna,OK,74845,Vernon,,McIntosh County,America/Chicago,918,US
STANDARD,Holdenville,OK,74848,"Horntown, Spaulding, Yeager",,Hughes County,America/Chicago,405,US
STANDARD,Konawa,OK,74849,,,Seminole County,America/Chicago,580,US
STANDARD,Lamar,OK,74850,,,Hughes County,America/Chicago,918,US
STANDARD,Mcloud,OK,74851,Dale,,Pottawatomie County,America/Chicago,405,US
STANDARD,Macomb,OK,74852,,,Pottawatomie County,America/Chicago,405,US
STANDARD,Maud,OK,74854,,,Seminole County,America/Chicago,405,US
STANDARD,Meeker,OK,74855,,,Lincoln County,America/Chicago,405,US
STANDARD,Mill Creek,OK,74856,,,Johnston County,America/Chicago,580,US
STANDARD,Newalla,OK,74857,,,Cleveland County,America/Chicago,405,US
STANDARD,Okemah,OK,74859,"Bearden, Mason",,Okfuskee County,America/Chicago,"918,405",US
