type,primary_city,state,zip,acceptable_cities,unacceptable_cities,county,timezone,area_codes,country
STANDARD,Dorchester,MA,2121,"Boston, Grove Hall",,Suffolk County,America/New_York,"617,781,857",US
STANDARD,Dorchester,MA,2122,Boston,,Suffolk County,America/New_York,"617,781",US
PO BOX,Boston,MA,2123,,,Suffolk County,America/New_York,617,US
STANDARD,Dorchester Center,MA,2124,"Boston, Dorchester, Dorchestr Ctr",,Suffolk County,America/New_York,617,US
STANDARD,Dorchester,MA,2125,"Boston, Uphams Corner",,Suffolk County,America/New_York,"617,857",US
STANDARD,Mattapan,MA,2126,Boston,Hyde Park,Suffolk County,America/New_York,617,US
STANDARD,Boston,MA,2127,South Boston,S Boston,Suffolk County,America/New_York,"508,617,774,781,857",US
STANDARD,Boston,MA,2128,East Boston,E Boston,Suffolk County,America/New_York,"617,857",US
STANDARD,Charlestown,MA,2129,Boston,,Suffolk County,America/New_York,"617,781,857",US
STANDARD,Jamaica Plain,MA,2130,Boston,,Suffolk County,America/New_York,"617,857",US
STANDARD,Roslindale,MA,2131,Boston,,Suffolk County,America/New_York,617,US
STANDARD,West Roxbury,MA,2132,Boston,W Roxbury,Suffolk County,America/New_York,"617,781",US
STANDARD,Boston,MA,2133,,,Suffolk County,America/New_York,"617,508,781,857,978",US
STANDARD,Allston,MA,2134,Boston,,Suffolk County,America/New_York,617,US
STANDARD,Brighton,MA,2135,Boston,,Suffolk County,America/New_York,"617,857",US
STANDARD,Hyde Park,MA,2136,"Boston, Readville",,Suffolk County,America/New_York,"617,857",US
PO BOX,Readville,MA,2137,"Boston, Hyde Park",,Suffolk County,America/New_York,,US
STANDARD,Cambridge,MA,2138,,,Middlesex County,America/New_York,"617,978,857",US
STANDARD,Cambridge,MA,2139,,"Cambridgeport, Inman Square",Middlesex County,America/New_York,"617,781,978,857,339",US
STANDARD,Cambridge,MA,2140,"N Cambridge, North Cambridge",Porter Square,Middlesex County,America/New_York,"617,781,978",US
STANDARD,Cambridge,MA,2141,"E Cambridge, East Cambridge",,Middlesex County,America/New_York,"508,617,978,781,339",US
STANDARD,Cambridge,MA,2142,,Kendall Square,Middlesex County,America/New_York,"617,781,508,857,978",US
STANDARD,Somerville,MA,2143,,"E Somerville, East Somerville",Middlesex County,America/New_York,617,US
STANDARD,Somerville,MA,2144,"W Somerville, West Somerville",,Middlesex County,America/New_York,"617,781,857",US
STANDARD,Somerville,MA,2145,Winter Hill,,Middlesex County,America/New_York,"617,781,857",US
STANDARD,Malden,MA,2148,,,Middlesex County,America/New_York,"617,781,339,857",US
STANDARD,Everett,MA,2149,,,Middlesex County,America/New_York,"617,781,857",US
STANDARD,Chelsea,MA,2150,,,Suffolk County,America/New_York,"617,857",US
STANDARD,Revere,MA,2151,,"Beachmont, Revere Beach",Suffolk County,America/New_York,"781,978,339,617",US
STANDARD,Winthrop,MA,2152,,,Suffolk County,America/New_York,"617,978,857",US
PO BOX,Medford,MA,2153,"Tufts Univ, Tufts University",,Middlesex County,America/New_York,339,US
STANDARD,Medford,MA,2155,,"W Medford, West Medford",Middlesex County,America/New_York,"617,781,978,339",US
PO BOX,West Medford,MA,2156,,"Medford, W Medford",Middlesex County,America/New_York,,US
STANDARD,Boston,MA,2163,Cambridge,Soldiers Field,Suffolk County,America/New_York,"617,339,781,857,978",US
STANDARD,Quincy,MA,2169,,"Houghs Neck, Quincy Center, South Quincy, West Quincy",Norfolk County,America/New_York,"508,617,781",US
STANDARD,Quincy,MA,2170,Wollaston,,Norfolk County,America/New_York,"617,857",US
STANDARD,Quincy,MA,2171,"North Quincy, Squantum","Marina Bay, N Quincy, No Quincy, Norfolk Downs",Norfolk County,America/New_York,"617,857",US
STANDARD,Melrose,MA,2176,,,Middlesex County,America/New_York,"978,781,339",US
STANDARD,Stoneham,MA,2180,,,Middlesex County,America/New_York,"781,617,978",US
STANDARD,Braintree,MA,2184,,"Braintree Highlands, Braintree Hld, E Braintree, East Braintree",Norfolk County,America/New_York,"508,617,781,339",US
PO BOX,Braintree,MA,2185,,Braintree Phantom,Norfolk County,America/New_York,781,US
STANDARD,Milton,MA,2186,,East Milton,Norfolk County,America/New_York,617,US
PO BOX,Milton Village,MA,2187,Milton Vlg,,Norfolk County,America/New_York,,US
STANDARD,Weymouth,MA,2188,,Weymouth Lndg,Norfolk County,America/New_York,"617,781,339",US
STANDARD,East Weymouth,MA,2189,Weymouth,,Norfolk County,America/New_York,781,US
STANDARD,South Weymouth,MA,2190,"S Weymouth, Weymouth",Weymouth Nas,Norfolk County,America/New_York,"617,781",US
STANDARD,North Weymouth,MA,2191,"N Weymouth, Weymouth",,Norfolk County,America/New_York,"617,781,339",US
PO BOX,Boston,MA,2196,,,Suffolk County,America/New_York,617,US
STANDARD,Boston,MA,2199,,,Suffolk County,America/New_York,"617,339,781,857,978",US
UNIQUE,Boston,MA,2201,,Boston City Hall,Suffolk County,America/New_York,617,US
STANDARD,Boston,MA,2203,,,Suffolk County,America/New_York,617,US
UNIQUE,Boston,MA,2204,,"Mass Tax, Massachusetts Tax",Suffolk County,America/New_York,617,US
PO BOX,Boston,MA,2205,,,Suffolk County,America/New_York,617,US
UNIQUE,Boston,MA,2206,,State Street Corporation,Suffolk County,America/New_York,617,US
UNIQUE,Boston,MA,2207,,Bell Atlantic Telephone Co,Suffolk County,America/New_York,617,US
STANDARD,Boston,MA,2210,,,Suffolk County,America/New_York,617,US
UNIQUE,Boston,MA,2211,,Bank Of America,Suffolk County,America/New_York,617,US
UNIQUE,Boston,MA,2212,,Bank Of America,Suffolk County,America/New_York,617,US
STANDARD,Boston,MA,2215,,"Boston University, Kenmore",Suffolk County,America/New_York,617,US
UNIQUE,Boston,MA,2216,,John Hancock P O Box 192,Suffolk County,America/New_York,617,US
UNIQUE,Boston,MA,2217,,John Hancock P O Box 505,Suffolk County,America/New_York,617,US
STANDARD,Boston,MA,2222,,,Suffolk County,America/New_York,"617,857",US
PO BOX,East Boston,MA,2228,Boston,,Suffolk County,America/New_York,,US
PO BOX,Cambridge,MA,2238,"Harvard Sq, Harvard Square",,Middlesex County,America/New_York,617,US
UNIQUE,Cambridge,MA,2239,Com/energy Services,,Middlesex County,America/New_York,617,US
UNIQUE,Boston,MA,2241,,"Bank Of America, Fleet Bank Boston",Suffolk County,America/New_York,617,US
UNIQUE,Boston,MA,2266,,Boston Financial Data Servic,Suffolk County,America/New_York,617,US
PO BOX,Quincy,MA,2269,,,Norfolk County,America/New_York,617,US
STANDARD,Boston,MA,2283,,,Suffolk County,America/New_York,"617,781,978",US
STANDARD,Boston,MA,2284,,,Suffolk County,America/New_York,"508,617,781,857,978",US
UNIQUE,Boston,MA,2293,,Fidelity Service Company,Suffolk County,America/New_York,617,US
UNIQUE,Boston,MA,2295,,John Hancock Mutual Ins,Suffolk County,America/New_York,617,US
UNIQUE,Boston,MA,2297,,Cash Management,Suffolk County,America/New_York,617,US
PO BOX,Boston,MA,2298,,,Suffolk County,America/New_York,617,US
STANDARD,Brockton,MA,2301,,,Plymouth County,America/New_York,"508,617,774",US
STANDARD,Brockton,MA,2302,,,Plymouth County,America/New_York,"508,617,774",US
PO BOX,Brockton,MA,2303,,,Plymouth County,America/New_York,508,US
PO BOX,Brockton,MA,2304,,,Plymouth County,America/New_York,508,US
PO BOX,Brockton,MA,2305,,,Plymouth County,America/New_York,508,US
STANDARD,Avon,MA,2322,,,Norfolk County,America/New_York,508,US
STANDARD,Bridgewater,MA,2324,,,Plymouth County,America/New_York,"508,774",US
UNIQUE,Bridgewater,MA,2325,,Bridgewater State College,Plymouth County,America/New_York,508,US
PO BOX,Bryantville,MA,2327,,Pembroke,Plymouth County,America/New_York,,US
STANDARD,Carver,MA,2330,,,Plymouth County,America/New_York,"508,774",US
PO BOX,Duxbury,MA,2331,,,Plymouth County,America/New_York,339,US
STANDARD,Duxbury,MA,2332,,,Plymouth County,America/New_York,"781,617",US
STANDARD,East Bridgewater,MA,2333,"E Bridgewater, E Bridgewtr",,Plymouth County,America/New_York,"508,774",US
PO BOX,Easton,MA,2334,,,Bristol County,America/New_York,508,US
PO BOX,Elmwood,MA,2337,,East Bridgewater,Plymouth County,America/New_York,,US
STANDARD,Halifax,MA,2338,,,Plymouth County,America/New_York,"781,339",US
STANDARD,Hanover,MA,2339,,"Assinippi, West Hanover",Plymouth County,America/New_York,"617,781",US
UNIQUE,Hanover,MA,2340,,Wearguard,Plymouth County,America/New_York,339,US
STANDARD,Hanson,MA,2341,,,Plymouth County,America/New_York,781,US
STANDARD,Holbrook,MA,2343,,,Norfolk County,America/New_York,781,US
UNIQUE,Middleboro,MA,2344,Middleborough,Aetna Life & Casualty Co,Plymouth County,America/New_York,508,US
PO BOX,Manomet,MA,2345,,Plymouth,Plymouth County,America/New_York,508,US
STANDARD,Middleboro,MA,2346,,Middleborough,Plymouth County,America/New_York,"508,774",US
STANDARD,Lakeville,MA,2347,,Middleboro,Plymouth County,America/New_York,"781,508",US
UNIQUE,Lakeville,MA,2348,"Middleboro, Middleborough","Lakeville Phantom, Talbots",Plymouth County,America/New_York,508,US
UNIQUE,Middleboro,MA,2349,Middleborough,Ocean Spray,Plymouth County,America/New_York,508,US
PO BOX,Monponsett,MA,2350,,Hanson,Plymouth County,America/New_York,,US
STANDARD,Abington,MA,2351,,,Plymouth County,America/New_York,781,US
PO BOX,North Carver,MA,2355,,"Carver, East Carver",Plymouth County,America/New_York,508,US
STANDARD,North Easton,MA,2356,,"Easton, N Easton, No Easton",Bristol County,America/New_York,508,US
UNIQUE,North Easton,MA,2357,"Stonehill Col, Stonehill College","Easton, Stonehill Coll",Bristol County,America/New_York,508,US
PO BOX,North Pembroke,MA,2358,N Pembroke,Pembroke,Plymouth County,America/New_York,,US
STANDARD,Pembroke,MA,2359,,East Pembroke,Plymouth County,America/New_York,"781,339",US
STANDARD,Plymouth,MA,2360,,Cedarville,Plymouth County,America/New_York,"508,617,774",US
PO BOX,Plymouth,MA,2361,,,Plymouth County,America/New_York,508,US
PO BOX,Plymouth,MA,2362,,,Plymouth County,America/New_York,617,US
STANDARD,Kingston,MA,2364,,"Rocky Nook, Silver Lake",Plymouth County,America/New_York,"781,339,617",US
PO BOX,South Carver,MA,2366,,Carver,Plymouth County,America/New_York,508,US
STANDARD,Plympton,MA,2367,,,Plymouth County,America/New_York,"508,781",US
STANDARD,Randolph,MA,2368,,,Norfolk County,America/New_York,"617,781,339",US
STANDARD,Rockland,MA,2370,,,Plymouth County,America/New_York,"781,339",US
STANDARD,South Easton,MA,2375,,"Easton, S Easton, So Easton",Bristol County,America/New_York,"508,781,774",US
STANDARD,West Bridgewater,MA,2379,W Bridgewater,,Plymouth County,America/New_York,"508,781",US
PO BOX,White Horse Beach,MA,2381,Wht Horse Bch,Plymouth,Plymouth County,America/New_York,508,US
STANDARD,Whitman,MA,2382,,,Plymouth County,America/New_York,781,US
STANDARD,Lexington,MA,2420,,,Middlesex County,America/New_York,"781,617,339",US
STANDARD,Lexington,MA,2421,,,Middlesex County,America/New_York,"617,781",US
STANDARD,Brookline,MA,2445,,,Norfolk County,America/New_York,"617,857",US
STANDARD,Brookline,MA,2446,,,Norfolk County,America/New_York,"617,857",US
PO BOX,Brookline Village,MA,2447,Brookline Vlg,Brookline,Norfolk County,America/New_York,,US
STANDARD,Waltham,MA,2451,North Waltham,,Middlesex County,America/New_York,"781,617,508,339",US
STANDARD,Waltham,MA,2452,North Waltham,,Middlesex County,America/New_York,"781,617,339,774,978",US
STANDARD,Waltham,MA,2453,South Waltham,,Middlesex County,America/New_York,"781,617,508,774,978",US
PO BOX,Waltham,MA,2454,,,Middlesex County,America/New_York,339,US
PO BOX,North Waltham,MA,2455,,Waltham,Middlesex County,America/New_York,,US
PO BOX,New Town,MA,2456,,Newton,Middlesex County,America/New_York,617,US
PO BOX,Babson Park,MA,2457,,Wellesley,Norfolk County,America/New_York,,US
STANDARD,Newton,MA,2458,Newtonville,Riverside,Middlesex County,America/New_York,"617,781,857",US
STANDARD,Newton Center,MA,2459,"Newton, Newton Centre","Newton Cntr, Newton Ctr",Middlesex County,America/New_York,"617,781,508",US
STANDARD,Newtonville,MA,2460,Newton,,Middlesex County,America/New_York,"617,781,857",US
STANDARD,Newton Highlands,MA,2461,"Newton, Newton Hlds",,Middlesex County,America/New_York,"617,781",US
STANDARD,Newton Lower Falls,MA,2462,"Newton, Newton L F, Newtonville",,Middlesex County,America/New_York,617,US
STANDARD,Newton Upper Falls,MA,2464,"Newton, Newton U F",,Middlesex County,America/New_York,617,US
STANDARD,West Newton,MA,2465,Newton,W Newton,Middlesex County,America/New_York,"781,617,857",US
STANDARD,Auburndale,MA,2466,,Newton,Middlesex County,America/New_York,"617,781",US
STANDARD,Chestnut Hill,MA,2467,"Boston Clg, Boston College","Brookline, Newton",Norfolk County,America/New_York,"781,617,857",US
STANDARD,Waban,MA,2468,,Newton,Middlesex County,America/New_York,"781,617",US
PO BOX,Watertown,MA,2471,,Watertown Financial,Middlesex County,America/New_York,"617,781",US
STANDARD,Watertown,MA,2472,"E Watertown, East Watertown",,Middlesex County,America/New_York,"617,781,978,857",US
STANDARD,Arlington,MA,2474,"E Arlington, East Arlington",,Middlesex County,America/New_York,"781,617",US
PO BOX,Arlington Heights,MA,2475,Arlington Hts,Arlington,Middlesex County,America/New_York,,US
STANDARD,Arlington,MA,2476,,,Middlesex County,America/New_York,"617,781,339",US
UNIQUE,Watertown,MA,2477,,Field Premium Inc,Middlesex County,America/New_York,617,US
STANDARD,Belmont,MA,2478,,,Middlesex County,America/New_York,"617,781,857",US
PO BOX,Waverley,MA,2479,,Belmont,Middlesex County,America/New_York,,US
STANDARD,Wellesley Hills,MA,2481,"Wellesley, Wellesley Hls",Wellesley Fms,Norfolk County,America/New_York,"781,617,508,774",US
STANDARD,Wellesley,MA,2482,,,Norfolk County,America/New_York,"508,617,781,339,774",US
STANDARD,Needham,MA,2492,,Needham Jct,Norfolk County,America/New_York,"781,774,857",US
STANDARD,Weston,MA,2493,,"Cherry Brook, Hastings, Kendal Green, Silver Hill, Stony Brook",Middlesex County,America/New_York,"781,617",US
STANDARD,Needham Heights,MA,2494,"Needham, Needham Hgts",,Norfolk County,America/New_York,"781,617,339",US
PO BOX,Nonantum,MA,2495,Newton,,Middlesex County,America/New_York,,US
STANDARD,Buzzards Bay,MA,2532,Bourne,,Barnstable County,America/New_York,"508,774",US
PO BOX,Cataumet,MA,2534,,,Barnstable County,America/New_York,508,US
STANDARD,Chilmark,MA,2535,"Aquinnah, Gay Head",,Dukes County,America/New_York,508,US
STANDARD,East Falmouth,MA,2536,"E Falmouth, Ea Falmouth, Hatchville, Teaticket, Waquoit",,Barnstable County,America/New_York,508,US
STANDARD,East Sandwich,MA,2537,E Sandwich,,Barnstable County,America/New_York,508,US
STANDARD,East Wareham,MA,2538,E Wareham,,Plymouth County,America/New_York,508,US
STANDARD,Edgartown,MA,2539,,Chappaquiddick Island,Dukes County,America/New_York,"508,774",US
STANDARD,Falmouth,MA,2540,,,Barnstable County,America/New_York,"978,508",US
PO BOX,Falmouth,MA,2541,,,Barnstable County,America/New_York,508,US
STANDARD,Buzzards Bay,MA,2542,Otis Angb,"Otis A F B, Otis Air National Guard, Otis Ang",Barnstable County,America/New_York,"508,774",US
STANDARD,Woods Hole,MA,2543,Falmouth,Woodshole,Barnstable County,America/New_York,"508,774",US
PO BOX,Menemsha,MA,2552,,Chilmark,Dukes County,America/New_York,508,US
PO BOX,Monument Beach,MA,2553,Monument Bch,,Barnstable County,America/New_York,508,US
STANDARD,Nantucket,MA,2554,,,Nantucket County,America/New_York,"508,774",US
STANDARD,North Falmouth,MA,2556,N Falmouth,,Barnstable County,America/New_York,508,US
STANDARD,Oak Bluffs,MA,2557,,,Dukes County,America/New_York,508,US
PO BOX,Onset,MA,2558,,,Plymouth County,America/New_York,508,US
STANDARD,Pocasset,MA,2559,,Bourne,Barnstable County,America/New_York,"508,774",US
PO BOX,Sagamore,MA,2561,,,Barnstable County,America/New_York,508,US
STANDARD,Sagamore Beach,MA,2562,Sagamore Bch,,Barnstable County,America/New_York,508,US
STANDARD,Sandwich,MA,2563,,,Barnstable County,America/New_York,"508,774",US
PO BOX,Siasconset,MA,2564,Nantucket,Sconset,Nantucket County,America/New_York,508,US
PO BOX,Silver Beach,MA,2565,"N Falmouth, North Falmouth",,Barnstable County,America/New_York,508,US
STANDARD,Vineyard Haven,MA,2568,Vineyard Hvn,"North Tisbury, Tisbury, West Tisbury",Dukes County,America/New_York,"508,774",US
STANDARD,Wareham,MA,2571,,,Plymouth County,America/New_York,"508,774",US
PO BOX,West Chop,MA,2573,"Vineyard Haven, Vineyard Hvn",Tisbury,Dukes County,America/New_York,,US
PO BOX,West Falmouth,MA,2574,W Falmouth,,Barnstable County,America/New_York,508,US
PO BOX,West Tisbury,MA,2575,,Tisbury,Dukes County,America/New_York,508,US
STANDARD,West Wareham,MA,2576,,W Wareham,Plymouth County,America/New_York,508,US
PO BOX,Nantucket,MA,2584,,,Nantucket County,America/New_York,508,US
STANDARD,Hyannis,MA,2601,,,Barnstable County,America/New_York,"508,774",US
STANDARD,Barnstable,MA,2630,,,Barnstable County,America/New_York,"508,774",US
STANDARD,Brewster,MA,2631,,,Barnstable County,America/New_York,"508,774",US
STANDARD,Centerville,MA,2632,,,Barnstable County,America/New_York,"508,774",US
STANDARD,Chatham,MA,2633,,,Barnstable County,America/New_York,"508,774",US
PO BOX,Centerville,MA,2634,,Barnstable,Barnstable County,America/New_York,508,US
STANDARD,Cotuit,MA,2635,,,Barnstable County,America/New_York,508,US
STANDARD,Centerville,MA,2636,,,Barnstable County,America/New_York,508,US
PO BOX,Cummaquid,MA,2637,,,Barnstable County,America/New_York,508,US
STANDARD,Dennis,MA,2638,,,Barnstable County,America/New_York,"508,774",US
STANDARD,Dennis Port,MA,2639,Dennisport,,Barnstable County,America/New_York,508,US
PO BOX,East Dennis,MA,2641,,E Dennis,Barnstable County,America/New_York,508,US
STANDARD,Eastham,MA,2642,,,Barnstable County,America/New_York,508,US
PO BOX,East Orleans,MA,2643,,,Barnstable County,America/New_York,508,US
STANDARD,Forestdale,MA,2644,,Sandwich,Barnstable County,America/New_York,508,US
STANDARD,Harwich,MA,2645,"E Harwich, East Harwich",Hardwich,Barnstable County,America/New_York,"508,774",US
STANDARD,Harwich Port,MA,2646,,Harwichport,Barnstable County,America/New_York,508,US
PO BOX,Hyannis Port,MA,2647,,,Barnstable County,America/New_York,508,US
STANDARD,Marstons Mills,MA,2648,Marstons Mls,,Barnstable County,America/New_York,508,US
STANDARD,Mashpee,MA,2649,,"New Seabury, South Mashpee",Barnstable County,America/New_York,508,US
STANDARD,North Chatham,MA,2650,,N Chatham,Barnstable County,America/New_York,508,US
PO BOX,North Eastham,MA,2651,,,Barnstable County,America/New_York,508,US
PO BOX,North Truro,MA,2652,,,Barnstable County,America/New_York,508,US
STANDARD,Orleans,MA,2653,,,Barnstable County,America/New_York,"508,774",US
STANDARD,Osterville,MA,2655,,,Barnstable County,America/New_York,"508,774",US
STANDARD,Provincetown,MA,2657,,,Barnstable County,America/New_York,"508,774",US
STANDARD,South Chatham,MA,2659,,,Barnstable County,America/New_York,508,US
STANDARD,South Dennis,MA,2660,,S Dennis,Barnstable County,America/New_York,508,US
